[166, 1416, 1164, 131, 460, 1291, 496, 997, 986, 308, 1029, 552, 369, 1746, 900, 757, 471, 751, 464, 1070, 998, 1018, 1048, 1039, 938]
[150, 1239, 1178, 192, 724, 1251, 480, 241, 928, 306, 955, 607, 365, 1412, 779, 498, 1091, 741, 492, 997, 983, 988, 1021, 998, 1034]
[151, 1416, 1165, 93, 434, 1310, 507, 980, 965, 234, 1033, 523, 787, 1758, 908, 726, 476, 791, 464, 1079, 996, 1023, 1034, 1049, 944]
[151, 1416, 1197, 90, 482, 1280, 449, 1000, 1000, 284, 1025, 525, 338, 1733, 896, 775, 455, 741, 464, 1064, 976, 995, 1050, 1004, 937]
[119, 1437, 1191, 149, 457, 1304, 449, 1007, 1001, 328, 1025, 494, 282, 1732, 901, 782, 448, 753, 993, 1038, 983, 989, 586, 1028, 934]
[153, 1416, 1164, 116, 435, 1296, 496, 996, 983, 283, 1031, 520, 461, 1737, 907, 444, 461, 396, 464, 1059, 1000, 949, 1092, 1027, 938]
[169, 1416, 1164, 161, 471, 1280, 449, 1000, 1003, 329, 1028, 465, 287, 1733, 896, 775, 452, 741, 464, 1037, 1001, 942, 1106, 1004, 937]
[156, 1029, 1178, 309, 824, 1107, 529, 1024, 889, 374, 997, 633, 342, 1591, 896, 537, 810, 840, 535, 1032, 992, 943, 1656, 1007, 798]
[168, 1343, 1167, 232, 184, 1245, 502, 997, 980, 432, 1015, 597, 359, 1708, 790, 651, 464, 547, 469, 1300, 1018, 917, 1056, 994, 995]
[92, 1442, 1225, 145, 431, 1329, 449, 1021, 1000, 284, 1025, 525, 301, 1700, 902, 803, 434, 776, 484, 1046, 957, 1013, 1017, 1037, 933]
[271, 1416, 1186, 22, 1073, 1145, 449, 1032, 1031, 328, 1035, 518, 322, 1733, 896, 775, 453, 721, 459, 1014, 1001, 950, 1660, 1004, 916]
[151, 1402, 1197, 90, 79, 1276, 449, 1252, 970, 295, 275, 525, 316, 1756, 896, 384, 453, 741, 416, 1070, 951, 978, 1049, 980, 927]
[151, 1416, 1170, 90, 437, 1307, 493, 995, 978, 379, 1029, 524, 587, 1746, 899, 763, 468, 771, 464, 1075, 985, 1017, 921, 1028, 821]
[141, 1016, 1169, 165, 1042, 1150, 633, 1579, 830, 424, 963, 759, 390, 984, 789, 652, 997, 829, 669, 1013, 957, 929, 1057, 1014, 1038]
